,review,is_positive
4610, ok gener clean,1
4611, good select good view top  nice  excel near m1 metro grea help get around also excel  one wish shop cloth,1
4612, clean equip european american outlet beauti bath  help friendli,1
4613,whole experi excel inclus access level 57 restaur bar ice cake amaz view danub accompani good food,1
4614,love  central  yet privat seclud nois  clean well interior  help,1
4615,great pillow choic,1
4616,great  know citi help  block rue de rivoli louvr metro easi walk chatelet le hall pompid,1
4617,,1
4618,everyth,1
4619,like deco cleaness high qualiti amen boutiqu use,1
4620,everyth,1
4621, friendli ,1
4622,perfect  polit profession  extrem clean love ,1
4623,price near centr,1
4624,comfort  perfect boil egg ,1
4625,whole  amaz us help profession say enough raffiela nice patient,1
4626,good  near station friendli   newli decor comfort good facil,1
4627, fantast patricia iren upbeat help mani detail five day visit pari gem price,1
4628,free park close highway good wifi,1
4629,well david duti manag handl problem experienc ,1
4630, nearbi recent garden marylebon railway,1
4631,comfort  excel ,1
4632,larg  good bath except  bath,1
4633,,1
4634,nice quiet place busi neighborhood clean comfort,1
4635, size   good  also realli nice,1
4636,right opposit v museum bu stop tube short walk shop restaur ,1
4637,great  heart london shop cultur district help effici ,1
4638,comfort  love view bar help recept concierg,1
4639,everi thing,1
4640,24 hour access,1
4641, clean  comfort,1
4642,standard qualiti good ,1
4643, conveni wien westbahnhof connect train bu airport  small well equip  good provid combin hot cold food  friendli help,1
4644, fine take boat centr,1
4645, comfort one among use enough space good view nice  tram subway station  like 5 minut away feet  kind mostli help,1
4646, absolut fabul,1
4647,great ,1
4648, cleanli nice ,1
4649, went way help special thank de silva concierg,1
4650,modern luxuri  appli latest technologoy  good servic,1
4651,close multipl metro line close fantast shop,1
4652,great  great ,1
4653,got quiet  away elev ask shuttl servic underground station shop center practic porridg order especi  buffet delici,1
4654, well design clean kitchenett facil good  comfort  nice would definit stay,1
4655,wonder time stay  could help great close eifel tour beauti  comfort recommend  highli thankyou wonder stay kathi g,1
4656, nice boy concierg show us around area,1
4657,super modern  realli larg comfort  great view upper floor ruben desk accommod help,1
4658,good ,1
4659, friendli good posit 15 minut bu rambla  clean excel  suggest ,1
4660,great  help  great view,1
4661, expect good  servic facil,1
4662,everyth nice expect  special touch soap kid bonu  good,1
4663,friendli  great  nice ,1
4664, love help  amaz look better pictur would definit like stay,1
4665, terrif walk distanc almost everyth easi access metro system,1
4666,great  good aircon wifi  fantast view citi free upgrad huge suit appreci,1
4667,posit  gener help roof garden superb excel ,1
4668,nice  nice   clean tidi,1
4669, park,1
4670,nice    overal appear,1
4671, great polit close train station shop mall,1
4672,friendli  comfi  luxuri bath,1
4673,free upgrad  nice  well equip comfort,1
4674, superbl  us like stay quiet  area brilliant supermarket plenti cafe pharmaci well serv tram bu servic tram everi 5 min amsterdam central excel ultra comfort  fridg  cold drink includ beer replenish everi day extra charg friendli help ,1
4675,great custom servic help friendli ,1
4676,like  idea secur ,1
4677,,1
4678,come west  great eas abl pull straight park  expens either 16 24 hour short walk gunnersburi tube take directli embank morn realli easi book 145 superior doubl made excel valu howev tri book follow week doubl price made good valu went elsewher,1
4679, good nice decor   good area,1
4680,friendli  excel ,1
4681,,1
4682, great  much spaciou luxuri expect price forgot phone recept drop  immedi appreci sweet bottl water recept nice touch  feel privat bath huge,1
4683,  nice ,1
4684,neighborhood  calm comfort near park guell bu metro station,1
4685,great chick  fine detail,1
4686,stuff servic spa thought everyth,1
4687,fav  london great  facil,1
4688, ok,1
4689,popl desk help tina gina two men sorri rememb name outstamdomg love terrac day sightse nice first day take fook drink instead tri find place littl food tt,1
4690,excel  comfort   comfort best sleep ever ,1
4691,outsid  look much insid realli love  wonder food good  comfort bath look like ministri magic,1
4692,excel central  comfort  good qualiti ,1
4693,,1
4694,swim pool,1
4695,alway stay four season  park lane decid chang time disappoint part  theme notic hybrid armani  milan doler grand zurich classic yet eclect  friendli profession facil good gym pool maze food ten  restaur  dine,1
4696, love ,1
4697, perfect 3 us  went beyond requir singl vitalik recept ultra help  park suffici height van drove,1
4698,nice  close excel centr access central london via dlr  walk distanc 2 station  good,1
4699,nice comfort  excel front offic friendli help great time dri martini bar believ  great idea welcom healthi drink lobbi,1
4700,,1
4701,30 second tube station,1
4702,polit  attent,1
4703,friendli ,1
4704, perfect accommod good,1
4705,good   metro,1
4706,excel ,1
4707,,1
4708,excel   friendli help clean fantast  highli recommend,1
4709,comfi ,1
4710,short stay cant say much impress experienc,1
4711, close sea easi connect citi center bu metro good  comfort spaciou ,1
4712,found luxuri realli spoilt except love weather abl sit terrac drink earli even,1
4713, excel,1
4714,clean  fabio stood friendliest help  member front desk,1
4715,clean friendli complet contrast fusti old 4 star  refresh us 50 get technolog easili comfort time love,1
4716,nice clean  bath  helpful  good reason price spa servic min walk metro station 5min train station get train direct airport nice view la sagrada familia hill background roof free wifi,1
4717,excel ,1
4718,fabul  great  safe park well worth pay ideal  wembley stadium,1
4719, recept friendli happi tri recommend nearbi place great coffe  pleasant full fun littl modern gadget let discov good water pressur  neighborhood nice bore paddington area  ,1
4720, polit hospit far  new freshli clean shini great  high street near big groceri shop give plenti place eat 30 40 minut get hyde park oxford street pub ground floor entertain even raini weather enjoy stay place,1
4721,clean quit   super awesom  excel,1
4722,fast  servic,1
4723, excel close main attract within walk distanc  help,1
4724, comfi spaciou hot,1
4725,croissant extra flakey delici  comfort,1
4726, except clean  modern,1
4727,comfort clean,1
4728,,1
4729, clean comfort  friendli,1
4730,  excel quiet cleanli  servic great includ ,1
4731,,1
4732, clean,1
4733,   quiet ,1
4734,great place stay good food good peopl vibrant place,1
4735,,1
4736,ideal quiet  midway king rd south kensington station  spaciou love power  lot toiletri plug near mirror alway usual moan u cant blowdri ur hair properli  help,1
4737, great  alway oblig effici  comfort gener ambianc area nice feel,1
4738,,1
4739, comfort,1
4740, ever friendli  great issu clean comfort would definit come would recommend anyon,1
4741,good ,1
4742,comfort ,1
4743,friendli  eas transport valu money close camden,1
4744,comfort well equip clean  help friendli  excel  5 minut walk angel underground 2 stop euston 15 minut walk sadler well mani good restaur bar shop local,1
4745, cleanli,1
4746, good  comfort amen ok,1
4747, close metro station nice place good  right near  catalynia place 10 minut walk,1
4748, good  spaciou  co oper nice,1
4749,welcom gift  qualiti  profession ,1
4750, great  friendli,1
4751,husband enjoy fun furnitur yummi   comfort bath alway kept high cleanli standard come london use safe  keep possess cleaner good kept essenti top provid new clean towel daili stay peak time price reason howev awar chang peak season,1
4752, great  game camp nou,1
4753,stay presidenti suit amaz  big beauti decor friendli  amaz servic brilliant time return highli recommend,1
4754,excel,1
4755,love  ,1
4756,design  clever eleg,1
4757, fantast  well soundproof terrac  larger expect,1
4758,comfort although  quit small indic book descript surpris,1
4759, fantast realli big comfort love big   friendli look us eye feel anonym often london,1
4760,warmli welcom check  give person tour facil taken  larg  huge comfort  sofa chair tabl flat screen tv bose audio system larg en suit bath walk rainfal  nice bar downstair attent  frequent restaur went  dinner expens given central  overpr,1
4761,everyth  food  lot small touch realli like highli recommend,1
4762,toiletri replenish daili boil hot love  good idea shoe shine kit,1
4763,,1
4764,immacul  incred friendli welcom  wait visit soon,1
4765,3 wonder night villa olimpica  friendli facil clean comfort,1
4766,boutiqu  friendli attent   comfort well equip inlcud nespresso coffe machin free drink fridg  excel,1
4767,,1
4768,great  beati  nice  nice rooftop swim pool love tall window great view squar front,1
4769, comfort stylish,1
4770,super easi get pari orli airport,1
4771,  bath,1
4772,larg  comfort everyth  well present carpet prestin,1
4773, directli across road central train station properti handi perspect mani option area though   help,1
4774,excel  busi kgx area connect citi london well southern uk busi town cambridg stevenag etc train,1
4775,one best night sleep ever quiet  comfi  good air condit,1
4776, good 1 station marbl arch oxford street victori  good size,1
4777,well ,1
4778,  perfect right across train station within walk distanc major attract receptionist friendli,1
4779,free wifi good  ,1
4780, perfect get cuti,1
4781,  excel pleasant surpris although  central  busi shop street  ecxept quiet,1
4782,clean modern,1
4783,excel  great  ideal ,1
4784, realli clean  spaciou  superb close opera st stephen note also  realli delici,1
4785, excel nice  clean  decent facil,1
4786,good help servic,1
4787, realli comfi  tick box late even meal also realli good would stay,1
4788,  nice,1
4789,larg  separ  kid nice decor love bath buy ticket bu amsterdam  recept 5 minut citi centr could leav car car park free even check time,1
4790,  nice inform,1
4791,clean good posit,1
4792, well maintain,1
4793,modern clean comfort quiet  excel internet access help curtiou ,1
4794,great  get citi love  help kind,1
4795,gener atmospher,1
4796, friendli help concierg toni emanuel help special thank  member superb team,1
4797,like  area free servic tea coffe ,1
4798, recept outstand got great assist train time etc went match crystal palac see leicest one  brief fulli expect etc big help,1
4799, quiet,1
4800,great  nice ,1
4801,love  roof top bar find difficult go even much look,1
4802,clean,1
4803,excel  beauti histor build next canal  clean good quialiti linen modern well appoint  bath nespresso machin stun recept area,1
4804,,1
4805,bargain stay tri compar price actual websit match rate find better deal  friendli servic good  modern like finish  e feel like home great  would say left side shepherd bush market station circl hammersmith citi line 5 minut walk shepherd bush station central line want avoid chang train white citi internet spped good well,1
4806,interior design nice,1
4807, conveni,1
4808,central  comfi   facil,1
4809,good  comfort  help  would stay,1
4810,hot chocol brought door,1
4811, nice best coffe ever seen  stuff  servic kind peopl,1
4812,clean enough good   crew fantast friendli nice way start day,1
4813, comfort great night sleep  nice  help,1
4814, nice enough good ,1
4815, great conveni,1
4816, modern nice,1
4817,big  big  lot free park god  ate  restaur 3 night altern nearbi buffet good,1
4818,great ,1
4819,  perfect near dlr underground station noisi side street  quit big clean nice bath day get one complimentari bottl water per person skyloung nice nice view,1
4820,standard fayr lean enough comfort enough good  use use,1
4821, comfort  amaz  friendli effici,1
4822,big clean  coffe tea make facil  good  good  belveder park round corner rennweg train station train arport 350 min away sauna facil 5th floor give chanc  refresh flight case arrriv earli  readi,1
4823, bath clean well maintain  help 3 night stay  conveni high street quit yet close 10 minut walk shop outlet area  buffet rich comfi seat,1
4824, friendli help  pool area good clean  love ,1
4825, good east london linen  nice,1
4826,comfi ,1
4827,spa amaz  friendli help love,1
4828, great  behind tate modern within walk distanc lot london attract  soundproof nois   comfi overal style  modern trendi stay  everi time go london,1
4829, nice  portobello road far,1
4830,friendli help  excel ,1
4831,clean  close hyde park shop walk distanc two metro station  nice keen help,1
4832, cooper check quickli profession way,1
4833, conveni  tri utmost assist problem,1
4834, friendli welcom boyfriend soon got also comfort stay nothin,1
4835,best  london,1
4836,freindli relax,1
4837,excel  conveni  spar nice good servic  spaciou  pretti comfort  rich varieti,1
4838, comfort wonder view shard excel ,1
4839,great  healthi coffe satan best,1
4840,  ,1
4841,everyth fine lot choic  fish everyth els one could wish even ginseng coffe custom order possibl kitchen friendli restaur  well coffe tea facil  nice design  excel  etc great,1
4842, good primros hill regent park,1
4843, fairli good close subway 300 metr take 25 minut  door citi center clean new furnitur excel valu money good  friendli ,1
4844, ok much varieti,1
4845,great  servic buffet,1
4846,good  canari wharf,1
4847,recept guy check mean manipul friendli neither straightforward decor ugli dull old zero wifi,1
4848,like lift lobi ,1
4849, clean spaciou  comfort  good,1
4850,price,1
4851,great stay  excel  friendli help nice qualiti thank,1
4852, great tube station deal sight see  love plenti choic balconi  love view,1
4853,friendli ,1
4854, conveni thing,1
4855, spaciou  comfort,1
4856,architectur jean nouvel done magnific job,1
4857,ok,1
4858,modern excel  facil friendli team,1
4859,book doubl   super king size made stay much comfort  clean everyth need pleasant stay,1
4860,right heart lock everyth door step,1
4861,amaz  facil,1
4862,great central  clean tidi   free wifi good ground level loung hot drink,1
4863,kind  hall gener common space,1
4864, help yogi magertti well manner polit,1
4865,new  buffet larg area eat easili access stratford good transport link speedi check process,1
4866, bath coffe tea make facil tv,1
4867,,1
4868,gorgeou sink pillow  door  alway friendli welcom steam  super hot wonder,1
4869, right louvr,1
4870,quiet,1
4871,friendli check  daniel superb,1
4872,qualiti food bar good comfort ,1
4873, decor fastast,1
4874,central help pleasant ,1
4875,love soho sky terrac bar snack drink great servic warm welcom help  enter  use pool sauna love quiet  basic paid 406 two night sky tv bonu,1
4876,realli old school  extrem well maintain servic excel,1
4877, help assist  chang,1
4878, great  friendli help price bar good valu unfortun though  live expect way,1
4879,clean tidi  extrem welcom arriv member  within recept team wish partner happi anniversari luxuri  throughout air condit 40 inch tv nice bath bath aswel  underfloor heat bath great new tech design light switch plug socket definit overal 5 star stay recommend would come back  includ stay turn conveni upon checkout,1
4880, amaz help alway smile excel custom servic  comfi  huge clean,1
4881,,1
4882,enjoy  pillow menu well close station eas travel central amsterdam nice modern  electr button press clean disturb well enough lift etc  help,1
4883,friendli polit stuff nice   amaz clean paddington nice area  close groceri shop supermarket restaur paddington station underground station,1
4884, great passeig colom next port vell la rambla 5 minut away view 6th floor terrac breathtak  execpt servic frientdli  buffet feast iberico jambon ham serv wide rang chees salad scrambl egg work  larg quiet face courtyard total satisfi stay next time barcelona 10 10,1
4885,bar great vibe interior design throughout  good,1
4886, close milano central train station excel ,1
4887,,1
4888,fantast convert period build quiet leafi greenwich close hustl bustl deptford maritim histori cultur activ greenwich close public transport park conveni arriv saturday afternoon free sunday could expens otherwis  gorgeou love view usual hilton high standard   toiletri  cleanli etc etc doubletre get delici hot gooey cooki arriv alway welcom,1
4889,everyth good,1
4890,great  friendli  nice idea artwork throughout,1
4891, polit help restaur nice,1
4892,friendli ,1
4893, super comfi shampoo soap etc smelt incred nespresso machin excel inclus addit door 74 secret bar amaz also end stay propos partner   said ye,1
4894,comfi air condit  one appreci biscuit left tea make facil good  comfort  suitcas rack use,1
4895,food suit,1
4896,excel facilit mod con even tv bath warm friendli welcom ,1
4897,quiet i,1
4898,close metro friendli  good restaur facil kid footbal kicker,1
4899,clean ,1
4900,servic excel  great  best,1
4901,whole clean warm welcom,1
4902,bring back earli 20th centuri overflow charm detail origin print uber help  satisfyingli heavi key like stay miniatur downtown version grand budapest ,1
4903,handi even function access station good,1
4904,cushion great,1
4905,super friendli  great  wirh wonder food  even brought  final perfect  10 min walk louvr,1
4906, club  conveni,1
4907, best also big bath  good small wonder  favorit,1
4908, exlen  heart west end one london fashion destin 5min away piccadilli circu,1
4909,great  center,1
4910,help  chees wine sampl even great touch,1
4911,nice  comfort ,1
4912, immacul cleaner obvious take work serious nice,1
4913, great right next hyde park tour hop hop buse round front  excel huge  howev hard could topper  choic good  pleasant help,1
4914, 10 min train airport,1
4915,servic excel  profession accommod move  burst boiler,1
4916, excel easi find train stop,1
4917, comfort multipl type plug avail european british american conveni hairdryer shampoo soap provid,1
4918,clean nice  lot choic ,1
4919,,1
4920, good,1
4921,nice small  bit far center close central tube line  comfort  ok,1
4922,,1
4923,everyth superb warm cooki arriv ad bonu love gestur,1
4924, qualiti ,1
4925,perfect ,1
4926, holet weari good,1
4927,worm welcom club,1
4928,good  nice bar nice larg ,1
4929, friendli help  delici conveni  great mind centr pari great sunset view top level bar although expens,1
4930,conveni refurbish good valu,1
4931, beauti build,1
4932,layout  comfort ,1
4933,recept area bar beauti bar  friendli help doorman also pleasant  bath good  love  nice,1
4934,close royal albert hall,1
4935, comfort  fine toilet separt  probabl design expect fetid visitor separ ,1
4936, good 2 underground station within 5 minut walk sever place eat groceri store nearbi  nice  good blanket realli warm  help,1
4937,friendli  help everyth includ book restaur first night taxi airport transfer realli conveni  close everyth want see book next time pari,1
4938,cleanli modern  competet price,1
4939,cleanli   gener also  friendli help,1
4940,absolut amaz  great even got upgrad great definit recommend,1
4941,like everyth  love  comfi  friendli  fault,1
4942,everyth good,1
4943,everyth special  magnific facil breathtak view,1
4944, comfi,1
4945,great  modern ,1
4946,pool area snack great place hang,1
4947,perfect  airport train short walk vienna centr amaz  servic reason price extrem comfort junior suit,1
4948,clean quiet area help ,1
4949,friendli  ever dealt help accommod  gener size facil great mayb  littl hard soft handi milano central surround area,1
4950,centr london bridg tower,1
4951, love friendli restraunt realli good appreci even ask  clean still suppli fresh towel,1
4952,clean comfort  perhap small tight get around  window mind  look newli renov modern rel big bath modern updat fixtur twin  pretti close togeth seem twin  commonli setup like pari  comfi free wifi great connect issu complimentari bottl water offer nice surpris doubl glass window street side  pretti quiet 2nd floor,1
4953,great  great ,1
4954,wonder welcom  great place stay love  tasti  help ,1
4955,great  far centr love old style  magnific build  brilliant comfort ,1
4956, better home air condit life saver everyth clean well lay,1
4957,good size  receiv complimentari upgrad,1
4958, pillow wifi,1
4959,superb  middl town park possibl priceless good  larg select food,1
4960,great  good  although includ vegetarian option clean  friendli ,1
4961,nice spaci   close victoria station,1
4962, excel recept team welcom help concierg team cleaner say good morn give inform obvious busi,1
4963, excel clean spaciou special mention must also go recept  realli help pleasant especi girl help citi tour trip bu went without us even though wait recept manag get sort effici mani thank,1
4964,brand new  look nice modern ,1
4965,clean  friendli ,1
4966,clean simpl,1
4967, realli comfi realli close tube,1
4968, good,1
4969,  ,1
4970,chang name confus grosvenor hous,1
4971,first time stay  nice  great size ,1
4972, friendli profession issu log wifi second day sent someon  immedi person help phone problem valiant attempt anyway  excel  clean comfort  good deal hungri morn purchas ahead time,1
4973,comfi  great  friendli ,1
4974,good ,1
4975,great  heart greenwich pub downstair fair select beer wine,1
4976,spend much time   look stylish  love decor featur although  quit basic look  nice plenti restaur visit,1
4977,insid  classi  friendli help  great huge bath doubl sink  small sit  kettl fridg beauti  big comfort   nice area big park next door 20 minut walk heineken experi,1
4978,comfort bar area price good london,1
4979,overal good littl bit far away safe walk night,1
4980, realli great,1
4981,everyth exceed expect  buffet except everyth els,1
4982,nice old build,1
4983,cooki free ferri across canari wharf fab,1
4984, comfort  warm welcom,1
4985,close train station,1
4986, ideal quiet  realli person jacuzzi bath fun,1
4987, clean love love everyth us electron,1
4988, great,1
4989, stylish comfi  friendli help 24hr  servic lot great facil use,1
4990,except care attent  uniqu   feel  spoil choic tea facil  complimentari afternoon snack  proxim attract metro part gift effici servic left someth behind   kind enough mail us simpli except definit back next trip vienna,1
4991, central amsterdam offer  friendli extrem help  amaz definit back get train airport make sure use front door quick walk straight ahead ,1
4992, comfort  okay,1
4993, big clean  comfort  facil might need,1
4994,friendli help  esp   excel close airport shuttl bu metro pl espania 1st floor 2 pc avail case need buy ticket sagrada familia etc small supermarket street two minut apart,1
4995, friendli facil avail good enjoy stay much,1
4996,great   friendli help good  realli enjoy stay,1
4997, valu quit good,1
4998, nice help  great,1
4999,good  nice spa nice restaur upstair nice loung next would recommend book  bank build face canal,1
5000,incred help polit  good  near underground stop although metro stop good  sound proof fairli comfort ,1
5001,near train station metro gave us free late check 16 00 pm store luggag free well,1
5002,brand new   good size clean comfort help   silent close tram stop around twenti minut journey centr amsterdam,1
5003,    clean well equip  soft comfortabel brekfest good,1
5004,next train stop take citi center easi,1
5005,everyth,1
5006, great shop restaur good walk distanc central london   excel english everyth cook perfect tast great,1
5007,super friendli  contemporari  comfort  soft duvet pillow great  shoreditch venu,1
5008, spaciou,1
5009,servic excel area particularli housekeep  toiletri good  enjoy vari dinner also excel complaint second visit hope visit 2017,1
5010,comfort  good hot  good mani peopl know harder book   friendli help,1
5011, great theatr,1
5012,fabul posit bu rout easi walk barcelona attract love rooftop bar cocktail sunset,1
5013, eas check,1
5014, good decent cleanli,1
5015,wonder balconi view clean  wifi fine,1
5016,good  shop get citi centr  great  comfort,1
5017, good recept  good,1
5018,,1
5019, clean excel,1
5020,beauti lobbi friendli  sweet upgrad us anniversari left cheesecak realli kind special friendli check servic,1
5021,close subway,1
5022,comfi  great  nice ,1
5023, excel,1
5024, close 3 block subway station train line conveni get major site venic far enough center tranquil great ,1
5025,place view  cleani,1
5026, best thing ,1
5027,stuff recept nice,1
5028,conveni  next milan central station easi airport transfer access public transit perfectli function sleep place one would want linger,1
5029,love  without fail polit friendli servic genuin went way serv,1
5030,place highli design practic,1
5031,good valu money help  clean  proxim pari centr 25 min tube rer station 5 min walk ,1
5032,coveni  practic  nice view  bad english standard ask extra blanket immedi brought ,1
5033,,1
5034,book  rate high stay  sacher imeri  san sochi tell san souci good half price best valu  peopl want spend huge money expect luxuri  book realli like bath bore door real  much beauti photo huge tv em larg mirror smart trendi everi  polit profession cours front desk handsom manag best gave littl gift checkout thank,1
5035, realli close citi center public transport car rental also close  kind  clean  descent,1
5036, helpful,1
5037,nice quit  spaciou iron iron board bose bluetooth speaker comfort  proper ,1
5038,need,1
5039,avail food late even gener good ,1
5040, good anthoni desktop nice,1
5041, comfi  dark quiet great  right king cross station,1
5042, good  realli comfort enjoy complimentari soft drink snack,1
5043,practic,1
5044,,1
5045,clean,1
5046, comfort,1
5047, well posit tri anyth ideal base short visit london provid excel servic respect larg varieti good valu restaur immedi vacin,1
5048,proxim wembley stadium comfort  pleasant ,1
5049,upgrad execut suit,1
5050,love buffet select excel ,1
5051,arriv recept anyon greet least 10 min offer upgrad  seem anyth spectular order  servic food realli anyth excit chip cold enjoy burger order  next day ate mine bare partner refus look mine well travel first time hilton safe say might last,1
5052,want stay near wembley ask,1
5053, frienfli,1
5054,henri recept polit help  good,1
5055,love welcom well situat wembley stadium love modern interior clean,1
5056, great friendli help  clean i quiet area quit good  close sagrada familia tetuan arc de triomf metro station,1
5057, help polit,1
5058,well price fairli central  far invalid eiffel tower reason qualiti lack charact throughout one would expect holiday inn restaur maitr deserv mention help enthusiasm,1
5059, friendli special sana,1
5060,beauti rooftop comfort  shutter window mean  stay dark good ,1
5061,great  spaciou clean new furnitur nesspreso cafe new towel good  new linen,1
5062, transport,1
5063,everyth,1
5064,,1
5065,massiv  nice bath bike site rent welcom fruit water nice help ,1
5066, good park taxi stop near ,1
5067, good  clean,1
5068,stuff ,1
5069,excel servic,1
5070, style particularli like doormen,1
5071,arriv earli  accommod help direct get us want go basement  charm littl garden,1
5072,like     cleanli view gener simplic help support need travel famili,1
5073, friendli conveni supermarket next  monoprix metro station across street,1
5074,calm area pari overlook small park call gardett nice decor ,1
5075,,1
5076, pretti big spaciou live  nice  nic bath larg mirror  clean everyday balconi also amaz,1
5077,incred friendli  perfect  gorgeou properti,1
5078,cleanli  desir pleas guest love boutiqu type ,1
5079,  qualiti ,1
5080,all perfect,1
5081,good  comfi  good valu money,1
5082,realli friendli  comfi  realli close hyde park easi walk hyde park good price 4 star  london,1
5083,posit ,1
5084,polit friendli kind  amaz french  everyth realli tasti great  bar area fulli newli renov great  huge doubl  comfort clean clean bath everyth fulli newli renov wifi  extra charg fast 2 mi away tube foot 15 min walk louvr space  exactli shown photo love great  good price place stay look similar servic,1
5085,comfort stay close oxford street,1
5086,stylish comfort enjoy food also excel  servic restaur,1
5087, view citi felt warm cozi good size like could open window fresh air  comfort good  side light,1
5088,spa love bar restaur  food good also 25 percent nice perk quaint pool hammam steam  fantast well done hope look littl oasi thank,1
5089,realli love  nice view comfort   big compar  pari  friendli nice  great enjoy holiday pari enjoy stay,1
5090,larg  larg bath close metro station good expens coffe ilodi caff bar nearbi also supermarket cosmo nearbi,1
5091,right across street metro station one stop main plaza smaller local la rambla street realli remind modern w  good size  clean  excel,1
5092,,1
5093,great  beauti   friendli attent,1
5094,comfi ,1
5095,sofa   realli handi kid  realli good especi travel gare du nord one metro line connect ,1
5096,beauti  friendli help  fresh clean,1
5097,greenwich superb,1
5098,10 min walk citi centr easi park front  free charg weekend friendli ,1
5099,excel servic good food nice  clean conveni earl court tube station,1
5100,great  quit impress build outsid,1
5101,brought good  experi turn posit,1
5102, extra comfort  extrem help,1
5103,pretti  nice graciou ,1
5104,nice  nice big clean ,1
5105,ask check sister   vondel around corner  flood due rain readi  love  delici  near museum vondel park excel,1
5106,qualiti facil qualiti  second time stay certainli,1
5107,good  term  ,1
5108,superb  nice design love coffe maker   great definit recommend would happili stay,1
5109,nice  good servic excel bar restaur   next opera grandios ring second none easi access number major sight public transport,1
5110, liter could better  clean modern  realli spotless  super comfi also realli good size singl  includ love big bath  wonder well friendli profession,1
5111,good place kind  swim pool good short stay,1
5112, friendli food bar good price fairli,1
5113,friendli  everyth clean,1
5114,clean  bath,1
5115,,1
5116, great  excel bath nice clean tidi throughout  roof top terenc great excel view barcelona  excel friendli great  check check quick easi,1
5117,sergio check guy excel polit profession employe view  amaiz,1
5118,spaciou  excel  tea coffe make facil clean modern bath soundproof quiet excel ,1
5119,wonder view tuileri eiffel tower beyond comfort   well clean friendli   attract first one move love one next door faulti hous phone,1
5120, love concierg fantast,1
5121,good  nice big ,1
5122,amaz  step ziggo dome new brand build great facil cool environ cleali  wonder great varieti bread beverag fresh like home made close bijlmer arena metro station new area 15 min metro center 30 min train schipol airport bu weekend,1
5123, realli pleasant issu accommod disappoint overal stay though,1
5124, comfort  tasti,1
5125,everyth would like ,1
5126,,1
5127,loction  size ,1
5128,size   ,1
5129,good valu money good ,1
5130,nice lobbi friendli help recept  chambermaid good size  comfort big  big terrac good size bath bath separ  good rang toiletri nice get chocol tv work well  quiet short walk el putxet metro great bakeri close would stay get chanc,1
5131,everyth  friendli  clean beauti christma decor,1
5132,great  especi fran recept super friendli help littl garden small terrass   absolut amaz felt home,1
5133,confort theme ink need map wall funni comment pleasant read hahaha situat central station centr,1
5134,clean cheap  good,1
5135,decor interior design airi open public area function compact  help friendli effici  provid superior custom servic smile,1
5136, view ,1
5137, price,1
5138, great close central station,1
5139, garfunkel,1
5140,   middl theatr district close tube station walk distanc tralfalgar sq picadilli sq coventri garden mani attract,1
5141,friendli help  good  good select beer,1
5142, friendli  readi arriv 12 30 pm chang  doubl twin  dine superb food fab,1
5143, good close underground restaur conveni store,1
5144,excel situat clean friendli   servic prompt fairli price fault,1
5145,good ,1
5146,quiet comfort  good  well situat olympia,1
5147,excel  help effici  pleasant decor,1
5148,  ,1
5149,good  close train station,1
5150, friendli help,1
5151,stay night interview next day singl  comfort enough pillow small tabl one chair singl cupboard tv enough channel facil includ hairdyer iron iron board toilet new clean enough toiletri wifi great readi print welcom card  full english  choic pastri fruit salad  2 3minut away gloucest road  servic excel even though seem perpetu busi,1
5152, help excel dinner last night valu spoil option,1
5153, right leicest squar,1
5154,easi get metro cleanli,1
5155,help friendli  good base explor barcelona discount price fair deal,1
5156,realli enjoy stay jaz   larg modern comfort  plenti yummi also ad bonu steam  sauna realli nice long day explor amsterdam rhythm bar next  worth visit great food,1
5157, basic perfectli clean comfort  realli help card origin declin last  avail great help sort,1
5158,love histor build excel  visit greenwich landmark access thame transport link,1
5159,comfort place stay,1
5160,stylish welcom  favourit area london,1
5161, free newspap free wifi realli good towel,1
5162, linen duvet pillow amaz great load plug everywher,1
5163,good  near metro easi get airport went event velodrom 30 min walk away,1
5164, a1,1
5165,great  love  beauti  close restaur far duomo,1
5166,cocktail bar,1
5167,yard wembley park station wembley  pedestrian walk way noisi traffic felt safe walk young child late night return tube,1
5168,like like anyth,1
5169,pleasent ,1
5170,clean  ,1
5171, extrem friendli help  good close baker street tube station traffic bit noisi one front   fairli small clean comfort,1
5172,prosceco recept complimentari drink  clean even,1
5173,close airport nice sleek ,1
5174,great   help pleasant,1
5175,courtesi receptionist,1
5176,fab  right next liberti carnabi street love ,1
5177, good thing go malpensa airport day quit conveni,1
5178, comfi  great,1
5179,superb four poster   willing  accomod even smallest request complementari minibar fantast  splendour design build,1
5180,good  far noisi traffic time close everyth metro station right corner one tip arriv easiest fastest way airport  metro ask wich line go zona universitaria  extrem kind polit,1
5181,would say new year spend love time  group ao glad choos  especi  ao nice work new year facil everywher starbuck loung skyloung,1
5182,servic super,1
5183,comfort   excel free tea coffe water cake  friendli,1
5184, nice help  spaciou pleasant overal nice clean place stay even short one enjoy stay well area amen around   great serv english well continent ok,1
5185,excel  confort ,1
5186,great friendli ,1
5187, tea coffe water dress gown hairdryer check facebook say x factor put facebook good time novotel ,1
5188, extra confi,1
5189, allow walk museum park  good nice balconi quiet ,1
5190,close central o2 far get central london,1
5191, friendli ,1
5192,friendli gener demeanour  exemplari made us welcom first meet regist till left,1
5193,front desk,1
